fid,name,category,region,province,comuna,comuna_code,address,rut,longitude,latitude,source
1,Ready Mix Centro S A,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Limache,,-71.5047222169999,-33.0497220799999,RETC_Valparaiso
2,Compania De Petroleos De Chile Copec S A,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Av Jorge Montt,,-71.5472222499999,-32.996666532,RETC_Valparaiso
3,Vidrieria Scheggia S A,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Victoria,,-71.6094443899999,-33.0474997969999,RETC_Valparaiso
4,Inesa Chile S A,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Uno Poniente,,-71.5516666789999,-33.0199998509999,RETC_Valparaiso
5,Banco Del Estado De Chile,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Condell,,-71.6233333429999,-33.0430554179999,RETC_Valparaiso
6,Banco Del Estado De Chile,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Valparaiso,,-71.5475000199999,-33.0247220439999,RETC_Valparaiso
7,Banco Del Estado De Chile,Exposición,Región de Valparaíso,San Antonio,El Quisco,,Isidoro Dubournais,,-71.6922222549999,-33.3949998609999,RETC_Valparaiso
8,Banco Del Estado De Chile,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Brasil,,-71.6183333229999,-33.0436109889999,RETC_Valparaiso
9,Banco Del Estado De Chile,Exposición,Región de Valparaíso,San Antonio,San Antonio,,Centenario,,-71.6102777849999,-33.5769442449999,RETC_Valparaiso
10,Banco Del Estado De Chile,Exposición,Región de Valparaíso,San Antonio,Cartagena,,Avda Cartagena,,-71.5999999909999,-33.5430553709999,RETC_Valparaiso
11,Banco Del Estado De Chile,Exposición,Región de Valparaíso,San Antonio,San Antonio,,Av Divina Providencia,,-71.6086111259999,-33.6088887179999,RETC_Valparaiso
12,Banco Del Estado De Chile,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Avda. Playa Ancha,,-71.634722215,-33.0297220479999,RETC_Valparaiso
13,Banco Del Estado De Chile,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Diego Portales,,-71.5727777749999,-33.0258331619999,RETC_Valparaiso
14,Banco Del Estado De Chile,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Chacabuco,,-71.6066666159999,-33.0452776359999,RETC_Valparaiso
15,Banco Del Estado De Chile,Exposición,Región de Valparaíso,Valparaíso,Concón,,Avda. Borgono,,-71.5108333389999,-32.9194442899999,RETC_Valparaiso
16,Banco Del Estado De Chile,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Arlegui,,-71.5555555059999,-33.0224998109999,RETC_Valparaiso
17,Banco Del Estado De Chile,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,San Antonio,,-71.5413888809999,-33.0083331369999,RETC_Valparaiso
18,Banco Del Estado De Chile,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Arturo Prat,,-71.6272221899999,-33.0391665149999,RETC_Valparaiso
19,Banco Del Estado De Chile,Exposición,Región de Valparaíso,Valparaíso,Casablanca,,Portales,,-71.4049999679999,-33.3180554339999,RETC_Valparaiso
20,Banco De Chile,Exposición,Región de Valparaíso,San Antonio,San Antonio,,Inmaculada Concepcion,,-71.6072221829999,-33.6074998259999,RETC_Valparaiso
21,Banco De Chile,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Valparaiso,,-71.5522222319999,-33.0238887419999,RETC_Valparaiso
22,Banco De Chile,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Libertad,,-71.5488888509999,-33.0138887759999,RETC_Valparaiso
23,Banco De Chile,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Cochrane,,-71.6266667019999,-33.0388887009999,RETC_Valparaiso
24,Banco De Chile,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Chacabuco,,-71.6077778219999,-33.045555368,RETC_Valparaiso
25,Banco De Chile,Exposición,Región de Valparaíso,San Antonio,San Antonio,,Arturo Prat,,-71.6155555399999,-33.5716664729999,RETC_Valparaiso
26,Banco De Chile,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Arlegui,,-71.5566667139999,-33.0222220449999,RETC_Valparaiso
27,Banco De Chile,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Esmeralda,,-71.6247222599999,-33.0402776089999,RETC_Valparaiso
28,Banco De Chile,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,1 Norte,,-71.5513888339999,-33.0213886949999,RETC_Valparaiso
29,Gasvalpo Sa,Exposición,Región de Valparaíso,Valparaíso,Casablanca,,Avenida Portales,,-71.3958333459999,-33.322499826,RETC_Valparaiso
30,Hospital Clinico Vina Del Mar S A,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Limache,,-71.5380555279999,-33.0283332069999,RETC_Valparaiso
31,Megasalud S A,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,3 Norte,,-71.5533333769999,-33.0191665019999,RETC_Valparaiso
32,Clinica Ciudad Del Mar Sa,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,13 Norte,,-71.5486111259999,-33.0091665399999,RETC_Valparaiso
33,Terminal Pacifico Sur Valparaiso S A,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Antonio Varas,,-71.628888877,-33.0327775839999,RETC_Valparaiso
34,San Antonio Terminal Internacional S A,Exposición,Región de Valparaíso,San Antonio,San Antonio,,Av Ramon Barros Luco,,-71.6108332789999,-33.5902776299999,RETC_Valparaiso
35,Carmencita S A,Exposición,Región de Valparaíso,Valparaíso,Concón,,Calle Siete,,-71.5155555569999,-32.922222073,RETC_Valparaiso
36,Inmobiliaria Mall Vina Del Mar S A,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,13 Norte,,-71.5458333379999,-33.0097220659999,RETC_Valparaiso
37,Inmobiliaria Mall Vina Del Mar S A,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,14 Norte,,-71.5458332849999,-33.008610937,RETC_Valparaiso
38,Vina Del Mar Store Limitada,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Av Libertad,,-71.5477777499999,-33.0077775869999,RETC_Valparaiso
39,Chilquinta Energia S A,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,General Cruz,,-71.6122221959999,-33.0449998679999,RETC_Valparaiso
40,Sodimac S A,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,15 Norte,,-71.5425000159999,-33.0077776059999,RETC_Valparaiso
41,Inmobiliaria Hippocampus Vina Del Mar S A,Exposición,Región de Valparaíso,Valparaíso,Concón,,Las Pimpinelas,,-71.5452777509999,-32.9288887069999,RETC_Valparaiso
42,Empresa El Mercurio De Valparaiso  S A P,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Yungay,,-71.610555572,-33.0447220849999,RETC_Valparaiso
43,Recauchajes Neumaflex Sociedad Anonima,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Pasaje Cuatro,,-71.5152777569999,-33.028333222,RETC_Valparaiso
44,Empresa De Gas De La V Region S A,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Condell,,-71.6208333179999,-33.045277628,RETC_Valparaiso
45,Empresa De Gas De La V Region S A,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Camino  Internacional,,-71.499999967,-32.9922220989999,RETC_Valparaiso
46,Easy S A,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Av 1 Norte,,-71.5208333499999,-33.0369443139999,RETC_Valparaiso
47,Easy S A,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Avda. Argentina,,-71.6041666819999,-33.0430553749999,RETC_Valparaiso
48,Empresas Carozzi S A,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Camino Internacional,,-71.4997221979999,-32.9822220869999,RETC_Valparaiso
49,Frigorifico Fiordosur Sa,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Phillippi,,-71.586944447,-33.0358331499999,RETC_Valparaiso
50,Corpora Tresmontes S A,Exposición,Región de Valparaíso,Valparaíso,Casablanca,,Avenida Portales,,-71.3958333459999,-33.322499826,RETC_Valparaiso
51,Corpora Tresmontes S A,Exposición,Región de Valparaíso,Valparaíso,Casablanca,,Avenida Portales,,-71.3958333459999,-33.322499826,RETC_Valparaiso
52,Comercial Kaufmann S A,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Avenida Francia,,-71.6116666629999,-33.045833179,RETC_Valparaiso
53,Sermob S A,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,15 Norte,,-71.5425000159999,-33.0077776059999,RETC_Valparaiso
54,Corpora Tresmontes S A,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Avenida Brasil,,-71.6155554999999,-33.0441664649999,RETC_Valparaiso
55,Corpora Tresmontes S A,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Rodriguez,,-71.6152777709999,-33.0444443189999,RETC_Valparaiso
56,Corpora Tresmontes S A,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Rodriguez,,-71.6152777709999,-33.0444443189999,RETC_Valparaiso
57,Litografia Sanchez S A,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Valparaiso,,-71.5424999569999,-33.0255554239999,RETC_Valparaiso
58,Sitrans Servicios Integrados De Transportes Limitada,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Avda. Tupungato,,-71.5502777819999,-33.133610994,RETC_Valparaiso
59,Hubner Industrias Opticas S A,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Uno Norte,,-71.5208333499999,-33.0369443139999,RETC_Valparaiso
60,S K C Rental S A,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Camino Internacional,,-71.5041666779999,-32.9652776419999,RETC_Valparaiso
61,S K C Rental S A,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Camino Internacional,,-71.5041666779999,-32.9652776419999,RETC_Valparaiso
62,Soc Petreos S A,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Camino Internacional,,-71.4997221979999,-32.9822220869999,RETC_Valparaiso
63,Hernandez Motores S A C I,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,15 Norte,,-71.5433332879999,-33.0080553769999,RETC_Valparaiso
64,Melon Sa,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Av. Brasil,,-71.6049999849999,-33.0436109659999,RETC_Valparaiso
65,Molino De Casablanca S A,Exposición,Región de Valparaíso,Valparaíso,Casablanca,,Avenida Alejandro Galaz,,-71.4091666799999,-33.310833225,RETC_Valparaiso
66,Melon Hormigones Sa,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Limache,,-71.4961111519999,-33.0541665019999,RETC_Valparaiso
67,Trenzaduria Vina Sai,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Avda Brasil,,-71.6127778219999,-33.0441664619999,RETC_Valparaiso
68,Cambiaso Hnos S A C,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Sauce,,-71.5702777809999,-33.112222072,RETC_Valparaiso
69,Cambiaso Hnos S A C,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,El Sauce,,-71.5702777809999,-33.112222072,RETC_Valparaiso
70,Cambiaso Hnos S A C,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Reten,,-71.5691666899999,-33.1136109109999,RETC_Valparaiso
71,Abastecedora De Combustibles S A,Exposición,Región de Valparaíso,Valparaíso,Concón,,Dos Norte,,-71.4886110819999,-32.9280553819999,RETC_Valparaiso
72,Saci Falabella,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Sucre,,-71.5513889339999,-33.0244442679999,RETC_Valparaiso
73,Cia Nacional De Fuerza Electrica S A,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Trece Norte,,-71.546666678,-33.0097220979999,RETC_Valparaiso
74,Cambiaso Hnos S A C,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Sauce,,-71.5702777809999,-33.112222072,RETC_Valparaiso
75,Cia Manufacturera De Aconcagua S A,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Limache,,-71.5213889029999,-33.039444247,RETC_Valparaiso
76,Esval S A,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,San Ignacio,,-71.6099999809999,-33.0458331889999,RETC_Valparaiso
77,Esval S A,Exposición,Región de Valparaíso,San Antonio,Cartagena,,Av Cartagena,,-71.5999999909999,-33.5430553709999,RETC_Valparaiso
78,Esval S A,Exposición,Región de Valparaíso,San Antonio,Algarrobo,,Av Penablanca,,-71.6708333509999,-33.367777607,RETC_Valparaiso
79,Compania Sud Americana De Vapores Sa,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Plaza Sotomayor,,-71.6275000289999,-33.0372220329999,RETC_Valparaiso
80,Esval S A,Exposición,Región de Valparaíso,San Antonio,San Antonio,,Sotero Del Rio,,-71.5797221889999,-33.6372221029999,RETC_Valparaiso
81,Esval S A,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,4 Poniente Con 2 Norte,,-71.555555566,-33.0202776489999,RETC_Valparaiso
82,Esval S A,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,1 Norte,,-71.5561111489999,-33.020555429,RETC_Valparaiso
83,Esval S A,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,San Ignacio,,-71.6099999809999,-33.0458331889999,RETC_Valparaiso
84,Esval S A,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,San Ignacio,,-71.6099999809999,-33.0458331889999,RETC_Valparaiso
85,Esval S A,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Cochrane,,-71.6266667019999,-33.0388887009999,RETC_Valparaiso
86,Esval S A,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,1 Norte,,-71.5561111489999,-33.020555429,RETC_Valparaiso
87,Esval S A,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,San Ignacio,,-71.6099999809999,-33.0458331889999,RETC_Valparaiso
88,Electricidad Selectra Ltda,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Rodolfo Philippi,,-71.5844444779999,-33.0372220599999,RETC_Valparaiso
89,Queirolo Y Bonino Limitada,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Victoria,,-71.6038888339999,-33.0483331319999,RETC_Valparaiso
90,Claro Infraestructura 171 Sa,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Managua,,-71.568333359,-33.0302776419999,RETC_Valparaiso
91,Telefonica Moviles Chile S A,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Av Pedro Montt,,-71.6180555699999,-33.0458331599999,RETC_Valparaiso
92,Soc Panadera De La Costa Limitada,Exposición,Región de Valparaíso,San Antonio,San Antonio,,Centenario,,-71.6091666729999,-33.5766664689999,RETC_Valparaiso
93,Idiart Hermanos Y Cia Ltda,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Serrano,,-71.6294443929999,-33.0363887689999,RETC_Valparaiso
94,Gonzalez Y Hatte Ltda,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Arlegui,,-71.5475000409999,-33.0236109159999,RETC_Valparaiso
95,Ingenieria Mecanica Inpromec Limitada,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Limache,,-71.5213889029999,-33.039444247,RETC_Valparaiso
96,Empresa De Transportes Compania De Segur,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Imon Bolivar,,-71.5844444419999,-33.0305553819999,RETC_Valparaiso
97,Irigoyen Y Mortalena Ltda,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Uno Poniente,,-71.5499999479999,-33.0127776599999,RETC_Valparaiso
98,Recauchajes Francisco Llach Sociedad Anonima,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Hunneus,,-71.5927777309999,-33.0597220429999,RETC_Valparaiso
99,Cartoni Y Cartoni Sa,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Arlegui,,-71.5591666439999,-33.0219442739999,RETC_Valparaiso
100,Panificadora Avenida Francia Ltda,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Avenida Francia,,-71.612222201,-33.0497220699999,RETC_Valparaiso
101,Manuel Regueiro Y Cia Ltda,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Avda Rodelillo,,-71.5791666519999,-33.0524998499999,RETC_Valparaiso
102,Cencosud Supermercados S A,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Uno Norte,,-71.5208333499999,-33.0369443139999,RETC_Valparaiso
103,Cencosud Supermercados S A,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Av Brasil,,-71.6202777799999,-33.0433331839999,RETC_Valparaiso
104,Cencosud Supermercados S A,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Avda Argentina,,-71.6041666819999,-33.0430553749999,RETC_Valparaiso
105,Cencosud Supermercados S A,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Av Brasil,,-71.6202777799999,-33.0433331839999,RETC_Valparaiso
106,Cencosud Supermercados S A,Exposición,Región de Valparaíso,Valparaíso,Concón,,Av Manantiales,,-71.5174999469999,-32.929722109,RETC_Valparaiso
107,Vopak Chile Ltda,Exposición,Región de Valparaíso,San Antonio,San Antonio,,Antonio Nunez De Fonseca,,-71.6222221729999,-33.5758331829999,RETC_Valparaiso
108,Del Bene Bravo Y Compania Limitada,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Pedro Aguirre Cerda,,-71.5391667179999,-33.037222073,RETC_Valparaiso
109,Quimica Passol Sa,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Limache,,-71.5047222169999,-33.0497220799999,RETC_Valparaiso
110,German Guerra Y Cia Ltda,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Orella,,-71.6075000429999,-33.0522220239999,RETC_Valparaiso
111,Siclari Y Cia Ltda,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Avda Pacifico,,-71.6422221889999,-33.0305554329999,RETC_Valparaiso
112,Zacconi Y Cia Ltda,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,20 Norte,,-71.5444444509999,-33.0033331989999,RETC_Valparaiso
113,Lionel Kovacs Y Cia Sci Ltda,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,10 Norte,,-71.5430555599999,-33.0130554039999,RETC_Valparaiso
114,Lionel Kovacs Y Cia Sci Ltda,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Victoria,,-71.6086110919999,-33.0477776319999,RETC_Valparaiso
115,Panificadora Espiga De Oro Compania Limitada,Exposición,Región de Valparaíso,San Antonio,San Antonio,,Maestranza,,-71.6069444919999,-33.5897220719999,RETC_Valparaiso
116,Terquim S A,Exposición,Región de Valparaíso,San Antonio,San Antonio,,Blanco Encalada,,-71.6083332919999,-33.583610948,RETC_Valparaiso
117,Comercial Eccsa S A,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Plaza Sucre,,-71.5516666519999,-33.0249998749999,RETC_Valparaiso
118,Multitiendas Corona S A,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Condell,,-71.6208333179999,-33.045277628,RETC_Valparaiso
119,Multitiendas Corona S A,Exposición,Región de Valparaíso,San Antonio,San Antonio,,Centenario,,-71.6052778029999,-33.5752775939999,RETC_Valparaiso
120,Hospital De Ninos Y Cunas,Exposición,Región de Valparaíso,Valparaíso,Viña del Mar,,Limache,,-71.539444478,-33.0277776329999,RETC_Valparaiso
121,Recauchaje Insamar Ltda,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Avda Tupungato,,-71.5594444579999,-33.1330553789999,RETC_Valparaiso
122,Pedro Irisarri Y Cia Ltda,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Av Uruguay,,-71.6074999689999,-33.0491665159999,RETC_Valparaiso
123,Universidad Tecnica Federico Santa Maria,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Av Espana,,-71.5958333849999,-33.0336109449999,RETC_Valparaiso
124,Pontificia Universidad Catolica De Valparaiso,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Av Brasil,,-71.6049999849999,-33.0436109659999,RETC_Valparaiso
125,Comercial Buen Gusto Limitada,Exposición,Región de Valparaíso,Valparaíso,Valparaíso,,Las Heras,,-71.6166666959999,-33.0472220929999,RETC_Valparaiso
